Valor,Marca,Modelo,AnoModelo,Combustivel,CodigoFipe,MesReferencia,Autenticacao,TipoVeiculo,SiglaCombustivel,DataConsulta
"R$ 8.838,00",GM - Chevrolet,Chevy 500 DL / SL / SE/ Furgão 1.6,1992,Gasolina,004031-2,outubro de 2023 ,cdrlv62gglvp,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 7.999,00",GM - Chevrolet,Chevy 500 DL / SL / SE/ Furgão 1.6,1991,Gasolina,004031-2,outubro de 2023 ,9k7cdn7fslp,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 6.314,00",GM - Chevrolet,Chevy 500 DL / SL / SE/ Furgão 1.6,1990,Gasolina,004031-2,outubro de 2023 ,26nw0822qtp,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 5.630,00",GM - Chevrolet,Chevy 500 DL / SL / SE/ Furgão 1.6,1989,Gasolina,004031-2,outubro de 2023 ,0mgrx266zkp,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 4.646,00",GM - Chevrolet,Chevy 500 DL / SL / SE/ Furgão 1.6,1988,Gasolina,004031-2,outubro de 2023 ,ww264x1rffp,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 4.463,00",GM - Chevrolet,Chevy 500 DL / SL / SE/ Furgão 1.6,1987,Gasolina,004031-2,outubro de 2023 ,v6m2h9ycm7p,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 3.712,00",GM - Chevrolet,Chevy 500 DL / SL / SE/ Furgão 1.6,1986,Gasolina,004031-2,outubro de 2023 ,scld4xxwhxp,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 3.010,00",GM - Chevrolet,Chevy 500 DL / SL / SE/ Furgão 1.6,1985,Gasolina,004031-2,outubro de 2023 ,pp8vwrqjcmp,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 14.011,00",GM - Chevrolet,Corsa Sedan GLS 1.6 MPFI 4p,2001,Gasolina,004032-0,outubro de 2023 ,hml0hnclk5fx,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 13.669,00",GM - Chevrolet,Corsa Sedan GLS 1.6 MPFI 4p,2000,Gasolina,004032-0,outubro de 2023 ,hhlpzzxvj0p,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 12.378,00",GM - Chevrolet,Corsa Sedan GLS 1.6 MPFI 4p,1999,Gasolina,004032-0,outubro de 2023 ,g0ggk0p3nr8q,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 12.076,00",GM - Chevrolet,Corsa Sedan GLS 1.6 MPFI 4p,1998,Gasolina,004032-0,outubro de 2023 ,gwxpr367415h,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 11.690,00",GM - Chevrolet,Corsa Sedan GLS 1.6 MPFI 4p,1997,Gasolina,004032-0,outubro de 2023 ,grddhh97js18,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 11.173,00",GM - Chevrolet,Corsa Sedan GLS 1.6 MPFI 4p,1996,Gasolina,004032-0,outubro de 2023 ,gkbg5b47fdy1,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 20.965,00",GM - Chevrolet,Corsa GSi 16V,1996,Gasolina,004033-9,outubro de 2023 ,k74k3dbxz7y1,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 18.730,00",GM - Chevrolet,Corsa GSi 16V,1995,Gasolina,004033-9,outubro de 2023 ,kdx63kzflrvt,1,G,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 73.979,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1996,Diesel,004034-7,outubro de 2023 ,69qkgsmf6vzp,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 72.174,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1995,Diesel,004034-7,outubro de 2023 ,6mkhjjl70qwg,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 68.732,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1994,Diesel,004034-7,outubro de 2023 ,496flgf5vkr7,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 64.901,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1993,Diesel,004034-7,outubro de 2023 ,3v8zkw0j8nn0,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 62.932,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1992,Diesel,004034-7,outubro de 2023 ,2359rcndw2ks,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 60.223,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1991,Diesel,004034-7,outubro de 2023 ,13fnx1gbp4gk,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 57.453,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1990,Diesel,004034-7,outubro de 2023 ,01yvsrplgccb,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 55.910,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1989,Diesel,004034-7,outubro de 2023 ,0gv0yl6b7g9c,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 51.945,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1988,Diesel,004034-7,outubro de 2023 ,yzcv2l36cy54,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 50.558,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1987,Diesel,004034-7,outubro de 2023 ,yf3qzcz3672x,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 49.230,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1986,Diesel,004034-7,outubro de 2023 ,xyj1nh51l1zp,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 36.444,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 Diesel,1985,Diesel,004034-7,outubro de 2023 ,r3mqm8dqgswg,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 85.354,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1996,Diesel,004035-5,outubro de 2023 ,ccl20yq9dxszp,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 80.006,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1995,Diesel,004035-5,outubro de 2023 ,9lc51plky6wg,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 78.054,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1994,Diesel,004035-5,outubro de 2023 ,8vhpr5bt2cr7,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 76.150,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1993,Diesel,004035-5,outubro de 2023 ,735nbr1rs8n0,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 70.118,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1992,Diesel,004035-5,outubro de 2023 ,5vf6fdgfscks,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 64.542,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1991,Diesel,004035-5,outubro de 2023 ,3q2hh7gfs0gk,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 60.562,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1990,Diesel,004035-5,outubro de 2023 ,17dwmtjkz2cb,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 58.987,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1989,Diesel,004035-5,outubro de 2023 ,1myd6717b09c,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 54.519,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1988,Diesel,004035-5,outubro de 2023 ,zykfr6kx2c54,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 53.156,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1987,Diesel,004035-5,outubro de 2023 ,zfk021d57j2x,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 51.626,00",GM - Chevrolet,D-20 S / Luxe 3.9/4.0 T.Diesel,1986,Diesel,004035-5,outubro de 2023 ,yvmxqqjzfrzp,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 76.987,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1996,Diesel,004036-3,outubro de 2023 ,8fzv83xw6jzp,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 73.525,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1995,Diesel,004036-3,outubro de 2023 ,64djz48wr4wg,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 71.320,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1994,Diesel,004036-3,outubro de 2023 ,59j205ms8hr7,1,D,"segunda-feira, 16 de outubro de 2023 16:55"
"R$ 67.776,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1993,Diesel,004036-3,outubro de 2023 ,4yzys2s97wn0,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 64.928,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1992,Diesel,004036-3,outubro de 2023 ,3wlssvchgjks,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 55.021,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1991,Diesel,004036-3,outubro de 2023 ,z4fw2yv78mgk,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 53.281,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1990,Diesel,004036-3,outubro de 2023 ,zg1gjtx35zcb,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 49.452,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1989,Diesel,004036-3,outubro de 2023 ,x04q1vq54c9c,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 47.215,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1988,Diesel,004036-3,outubro de 2023 ,w5xnjf3z6k54,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 46.033,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1987,Diesel,004036-3,outubro de 2023 ,wq108kfl0x2x,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 44.881,00",GM - Chevrolet,D-20 S / El Caminho 3.9/4.0 CD T.Dies,1986,Diesel,004036-3,outubro de 2023 ,v9j91hgmq3zp,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 78.427,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1996,Diesel,004037-1,outubro de 2023 ,8zv8kymr50zp,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 75.785,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1995,Diesel,004037-1,outubro de 2023 ,7zwzpbrgmwwg,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 73.936,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1994,Diesel,004037-1,outubro de 2023 ,686xy38zvnr7,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 72.132,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1993,Diesel,004037-1,outubro de 2023 ,6l1685dmxpn0,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 66.705,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1992,Diesel,004037-1,outubro de 2023 ,4kfn7vwv5cks,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 60.947,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1991,Diesel,004037-1,outubro de 2023 ,2cxtm39n8ngk,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 59.415,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1990,Diesel,004037-1,outubro de 2023 ,1syzq65rykcb,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 57.929,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1989,Diesel,004037-1,outubro de 2023 ,07jv4vrtqv9c,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 52.947,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1988,Diesel,004037-1,outubro de 2023 ,zb315jg13954,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 51.623,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1987,Diesel,004037-1,outubro de 2023 ,yvltxt5ckr2x,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 47.472,00",GM - Chevrolet,D-20 CD Lx S4T/Tro.Plus/Lx 3.9/4.0 TDies,1986,Diesel,004037-1,outubro de 2023 ,w8x1820mq7zp,1,D,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 9.041,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1998,Álcool,004038-0,outubro de 2023 ,cfjdqck3r7c0,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.880,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1997,Gasolina,004038-0,outubro de 2023 ,gfwzr3tzgm18,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 7.534,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1997,Álcool,004038-0,outubro de 2023 ,7tp672wfsp0,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 9.224,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1996,Gasolina,004038-0,outubro de 2023 ,cf6vvz5640gp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 7.350,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1996,Álcool,004038-0,outubro de 2023 ,634fyjjlcw0,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.563,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1995,Gasolina,004038-0,outubro de 2023 ,ccqcbfpw4s9p,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 6.603,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1995,Álcool,004038-0,outubro de 2023 ,39j98xgzr00,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.108,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1994,Gasolina,004038-0,outubro de 2023 ,9z0j1h7cydp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 7.302,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1993,Gasolina,004038-0,outubro de 2023 ,6yhzh7yx0cp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 7.123,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1992,Gasolina,004038-0,outubro de 2023 ,58jcldtfrmp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 6.949,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1991,Gasolina,004038-0,outubro de 2023 ,5l3x08v9nyp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 6.323,00",GM - Chevrolet,Ipanema GL 1.8 MPFI / EFI /SL 4p,1990,Gasolina,004038-0,outubro de 2023 ,27ql3sztl7p,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 13.098,00",GM - Chevrolet,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,1998,Gasolina,004039-8,outubro de 2023 ,g8w46x23fm5h,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.916,00",GM - Chevrolet,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,1997,Gasolina,004039-8,outubro de 2023 ,gf92dp9hzp18,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.997,00",GM - Chevrolet,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,1997,Álcool,004039-8,outubro de 2023 ,cfb7sm2jbsy0,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.138,00",GM - Chevrolet,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,1996,Gasolina,004039-8,outubro de 2023 ,f4587qrc46y1,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.547,00",GM - Chevrolet,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,1996,Álcool,004039-8,outubro de 2023 ,ccng5ml1x230,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.690,00",GM - Chevrolet,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,1995,Gasolina,004039-8,outubro de 2023 ,cc57x7hjfkqp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.085,00",GM - Chevrolet,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,1995,Álcool,004039-8,outubro de 2023 ,9w9yhtpvsx0,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.353,00",GM - Chevrolet,Ipanema GL/ Flair 2.0 MPFI / EFI 4p,1994,Gasolina,004039-8,outubro de 2023 ,cbxq1kl9cb4p,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.276,00",GM - Chevrolet,Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,1995,Gasolina,004040-1,outubro de 2023 ,f6tf5bwbjqvt,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.174,00",GM - Chevrolet,Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,1995,Álcool,004040-1,outubro de 2023 ,97rfmr46h10,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.988,00",GM - Chevrolet,Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,1994,Gasolina,004040-1,outubro de 2023 ,cd952klcfhxp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.557,00",GM - Chevrolet,Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,1993,Gasolina,004040-1,outubro de 2023 ,ccpnjc1gztqp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 7.885,00",GM - Chevrolet,Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,1992,Gasolina,004040-1,outubro de 2023 ,84v0c5hsntp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 7.692,00",GM - Chevrolet,Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,1991,Gasolina,004040-1,outubro de 2023 ,8d7hz3zpkhp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 7.482,00",GM - Chevrolet,Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,1990,Gasolina,004040-1,outubro de 2023 ,7ml631ckprp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 5.815,00",GM - Chevrolet,Ipanema GLS/SLE 2.0EFI /SL/e1.8/Sol/Wave,1989,Gasolina,004040-1,outubro de 2023 ,0945xmkp00p,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.770,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1998,Gasolina,004041-0,outubro de 2023 ,gdl0bq5xnx5h,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.507,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1997,Gasolina,004041-0,outubro de 2023 ,f9jdzbj3fh18,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 9.016,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1997,Álcool,004041-0,outubro de 2023 ,cffgvgz391b0,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.250,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1996,Gasolina,004041-0,outubro de 2023 ,f6hz6pncr1y1,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.796,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1996,Álcool,004041-0,outubro de 2023 ,cdln6vg3gvg0,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 9.573,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1995,Gasolina,004041-0,outubro de 2023 ,chjscsdc7fnp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 7.965,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1995,Álcool,004041-0,outubro de 2023 ,9f7sfms6230,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.805,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1994,Gasolina,004041-0,outubro de 2023 ,cdmqxxy8qjxp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.583,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1993,Gasolina,004041-0,outubro de 2023 ,ccsp0ykrx2tp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.344,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1992,Gasolina,004041-0,outubro de 2023 ,cbwpbg343v9p,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 6.994,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1991,Gasolina,004041-0,outubro de 2023 ,5sdhfqrwrvp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 6.104,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1990,Gasolina,004041-0,outubro de 2023 ,2d1l467spbp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 5.560,00",GM - Chevrolet,Kadett GL/SL/Lite/Turim 1.8,1989,Gasolina,004041-0,outubro de 2023 ,0b8bm230hwp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 11.969,00",GM - Chevrolet,Kadett GL 2.0 MPFI / EFI,1998,Gasolina,004042-8,outubro de 2023 ,gvns4mzn815h,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 11.407,00",GM - Chevrolet,Kadett GL 2.0 MPFI / EFI,1997,Gasolina,004042-8,outubro de 2023 ,gm2jr67kbd18,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 11.268,00",GM - Chevrolet,Kadett GL 2.0 MPFI / EFI,1997,Álcool,004042-8,outubro de 2023 ,glf0k9zsqz2l,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 11.128,00",GM - Chevrolet,Kadett GL 2.0 MPFI / EFI,1996,Gasolina,004042-8,outubro de 2023 ,gjs333l5wdy1,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.253,00",GM - Chevrolet,Kadett GL 2.0 MPFI / EFI,1996,Álcool,004042-8,outubro de 2023 ,f6j20k0wh8zc,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 9.734,00",GM - Chevrolet,Kadett GL 2.0 MPFI / EFI,1995,Gasolina,004042-8,outubro de 2023 ,ch4nkj75wwrp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.255,00",GM - Chevrolet,Kadett GL 2.0 MPFI / EFI,1995,Álcool,004042-8,outubro de 2023 ,cbj7vb5pr480,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 9.057,00",GM - Chevrolet,Kadett GL 2.0 MPFI / EFI,1994,Gasolina,004042-8,outubro de 2023 ,cfk8v5n0bksp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.586,00",GM - Chevrolet,Kadett GLS 1.8 EFI / SL/e 1.8,1995,Gasolina,004043-6,outubro de 2023 ,gbf33lb18hvt,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.500,00",GM - Chevrolet,Kadett GLS 1.8 EFI / SL/e 1.8,1995,Álcool,004043-6,outubro de 2023 ,f9fv28n6mmv4,1,Á,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.327,00",GM - Chevrolet,Kadett GLS 1.8 EFI / SL/e 1.8,1994,Gasolina,004043-6,outubro de 2023 ,f7dztb6m2qrl,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 10.075,00",GM - Chevrolet,Kadett GLS 1.8 EFI / SL/e 1.8,1993,Gasolina,004043-6,outubro de 2023 ,f4gdc5x4q2nc,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 9.829,00",GM - Chevrolet,Kadett GLS 1.8 EFI / SL/e 1.8,1992,Gasolina,004043-6,outubro de 2023 ,cjhsvqv3ds1p,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 7.071,00",GM - Chevrolet,Kadett GLS 1.8 EFI / SL/e 1.8,1991,Gasolina,004043-6,outubro de 2023 ,52fcgcbkwmp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 6.386,00",GM - Chevrolet,Kadett GLS 1.8 EFI / SL/e 1.8,1990,Gasolina,004043-6,outubro de 2023 ,3g3ln667hrp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 5.821,00",GM - Chevrolet,Kadett GLS 1.8 EFI / SL/e 1.8,1989,Gasolina,004043-6,outubro de 2023 ,1bvzy81j1fp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 16.798,00",GM - Chevrolet,Kadett GSi / GS 2.0,1995,Gasolina,004044-4,outubro de 2023 ,jn8z5x8yryvt,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 16.388,00",GM - Chevrolet,Kadett GSi / GS 2.0,1994,Gasolina,004044-4,outubro de 2023 ,jjgzg8dlttrl,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 14.740,00",GM - Chevrolet,Kadett GSi / GS 2.0,1993,Gasolina,004044-4,outubro de 2023 ,hw4zj6wdy0nc,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 14.380,00",GM - Chevrolet,Kadett GSi / GS 2.0,1992,Gasolina,004044-4,outubro de 2023 ,hrx3676d5yj4,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 12.394,00",GM - Chevrolet,Kadett GSi / GS 2.0,1991,Gasolina,004044-4,outubro de 2023 ,g0m8vqqwbmfx,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 11.284,00",GM - Chevrolet,Kadett GSi / GS 2.0,1990,Gasolina,004044-4,outubro de 2023 ,glmtv0zg3lp,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
"R$ 8.571,00",GM - Chevrolet,Kadett GSi / GS 2.0,1989,Gasolina,004044-4,outubro de 2023 ,ccq9dt7w8p2p,1,G,"segunda-feira, 16 de outubro de 2023 16:56"
