code,car_models
003098-8,Ka Image 1.0i
003103-8,Mondeo Ghia 2.5 V6 Mec
003104-6,Mondeo Ghia 2.5 V6 Aut
003105-4,Ranger 2.5i CD
003106-2,Ranger 2.5i CS
003107-0,Ranger 2.5 4x4 TB Diesel
003108-9,Ranger 2.5 4x4 CD TB Diesel
003109-7,Ranger XLT 2.5 4x4 CS TB Diesel
003110-0,Ranger XLT 2.5 4x4 CD Diesel
003111-9,Ranger XLT 4.0 4x4 CS
003112-7,Ranger XLT 4.0 4x4 CD
003114-3,F-250 XL 4.2 V6
003115-1,F-250 XL 3.9 4x2 Diesel
003116-0,F-250 XLT 4.2 V6
003117-8,F-250 XLT 3.9 4x2 Diesel TB
003118-6,Aerostar Mini-Van 3.8
003119-4,Club Wagon V8
003120-8,Club Wagon XLT 4.9 V6
003121-6,Contour SE/ GL/ LX 2.0 16V
003122-4,Contour SE/GL/ LX 2.5 24V
003123-2,Escort Racer 2.0i
003124-0,F-1000 SR XK Deserter Diesel
003125-9,Probe 2.0/2.2
003126-7,F-150 XL Triton 4.3 V6
003127-5,Taurus GL SW 3.0 V6 24V
003128-3,Corcel II L
003129-1,Corcel II GL/GT
003132-1,Del Rey Belina L
003133-0,Del Rey Belina GL
003134-8,Del Rey Belina GLX
003135-6,Del Rey Belina Ghia
003137-2,Pampa Ghia 1.6/1.8/DUO
003138-0,Explorer Limited 5.0 4x4 V8
003139-9,Courier 1.6 L/ 1.6 Flex
003140-2,Courier XL/XL-RS 1.6/ XL 1.6 Flex
003141-0,F-250 XL Super Duty 4.2 V6
003142-9,F-250 XL Super Duty 3.9 Diesel
003143-7,Fiesta GL 1.0 3p
003144-5,Fiesta GLX 1.6 8V 3p
003145-3,Ka GL 1.0i Zetec Rocam
003146-1,Ranger 2.5i CE
003147-0,Ranger 2.5 4x4 CE TB Diesel
003148-8,Ranger XLT 2.5 4x4 CE TB Diesel
003149-6,Ranger XLT 4.0 4x2 CE
003150-0,Ranger XLT 4.0 4x4 CE
003152-6,Aspire 1.3
003153-4,Crown Victoria LX 4.6
003154-2,Expedition 5.4 V8
003155-0,Explorer XL 4x2 4.0 V6
003156-9,Explorer XL 4x4 4.0 V6
003157-7,Explorer Sport 4.0 V6
003159-3,F-150 XLT Triton 4.3
003160-7,F-150 XLT Triton 5.8
003161-5,Ka GL Image 1.0i/ 1.0i Zetec Rocam
003162-3,F-1000 CD/Blazer 3.6
003163-1,F-1000 CD/Blazer 3.9 Dies.
003164-0,F-1000 Lightning/ Super 4.9i
003165-8,F-1000 Tropical CD HSD 2.5/4.3 Diesel TB
003166-6,F-1000 Tropical CD 4.9i
003167-4,F-1000 XL 2.5 HSD Diesel TB
003168-2,F-1000 XLT 2.5 HSD Diesel TB
003169-0,Ka Tecno 1.0i 8v Zetec Rocam
003170-4,F-250 Tropical 3.9 Diesel
003171-2,F-250 Tropical 4.2 V6
003172-0,F-250 Tropical 4.2 CE / CD Diesel TB
003173-9,Furglaine 3.6
003174-7,Furglaine 3.9 Diesel
003175-5,Furglaine Chateaux/Exec. 3.9 Diesel
003176-3,Ibiza 3.9 Furgão Diesel
003177-1,Ibiza Chat./Exec. 3.9 Diesel
003179-8,Mustang 3.8 V6
003180-1,Mustang 3.8 V6 Conv.
003182-8,Probe GT 2.5 V6
003183-6,Taurus SHO 3.0 V6
003184-4,Thunderbird SC 3.8 V6
003185-2,F-100 2.3
003186-0,F-100 Blazer 2.3
003187-9,F-100 CD 2.3
003188-7,F-100 Super 2.3
003189-5,F-100 Super Série 2.3
003190-9,Mustang Cobra 5.7 V8
003191-7,Taurus LX SW 3.0 V6 24V
003192-5,Fiesta GL 1.0 5p
003193-3,Fiesta GLX 1.6 8V 5p
003194-1,Mondeo CLX 2.0i 4p Aut
003195-0,Mondeo CLX 2.0i SW Aut
003197-6,F-1000 XLT CE 4.9i
003198-4,F-250 XL 4.2 Turbo Diesel
003199-2,F-1000 XL 4.9i
003200-0,Fiesta Class 1.0 2p
003201-8,Fiesta Class 1.0 4p
003202-6,Ranger XLT 2.5 4x2 CE Diesel
003203-4,Ranger XLT 2.5 4x2 CS Diesel
003204-2,Ranger XLT 2.5 4x2 CD Diesel
003205-0,Ranger 2.5 4x2 TB Diesel
003206-9,F-250 XLT 4.2 TB Diesel
003207-7,Escort GL 1.6 MPI
003208-5,Escort SW GL 1.6 MPI
003209-3,Ranger 2.5 4x2 CE Diesel
003210-7,Ranger 2.5 4x2 CD TB Diesel
003217-4,F-150 XLT Triton 4.6 V8
003219-0,Fiesta Sport 1.0MPi 4p
003220-4,Ranger Splash CE
003221-2,Fiesta Sport 1.6MPi 4p
003222-0,F-1000 SR XK Deserter
003223-9,Mondeo GLX 2.0 16V 4p Aut
003224-7,Focus 1.8 16V 5p
003225-5,Focus Sedan 2.0 16V/2.0 16V Flex 4p
003226-3,Focus Ghia Sed. 2.0 16V/ 2.0 16V Flex 4p
003227-1,Focus Ghia/ XR 2.0 /Ghia 2.0 16V Flex 5p
003228-0,Focus 2.0 16V/ 2.0 16V Flex 5p
003229-8,Fiesta Street 1.0 8v 3p
003230-1,Escort SW 1.9 16v
003231-0,Courier Sport 1.6 8v
003232-8,Ka XR 1.6 MPI 8V
003233-6,Ka Black 1.0 MPI 8v 65cv
003234-4,Ka Black 1.6 MPI 8v 95cv
003235-2,Ranger XL 2.3 16v 137cv 4x2 CS Repower.
003236-0,Ranger XL 2.3 16v 137cv 4x2 CE Repower.
003237-9,Ranger XL 2.3 16v 137cv 4x2 CD Repower.
003238-7,Ranger XL 4.0 12v V6 210cv 4x2 CS Repow.
003239-5,Ranger XLT 4.0 12v V6 210cv 4x4 CE Repow
003240-9,Ranger XLT 4.0 12v V6 210cv 4x4 CD Repow
003241-7,F-1000 Tropical SL/ Van T.Diesel (todas)
003242-5,F-250 Tropical SL/ Van T.Diesel (todas)
003243-3,F-1000 Tropical SL/ Van 4.9i
003244-1,Fiesta Street/ Action 1.0 8v 5p
003245-0,Fiesta Sedan Street 1.0 8v 4p
003246-8,Fiesta Sedan Street 1.6 8v 4p
003247-6,Ranger XL 2.8 8v 135cv 4x2 CS TB Diesel
003248-4,Ranger XL 2.8 8v 135cv 4x4 CS TB Diesel
003249-2,Ranger XL 2.8 8v 135cv 4x2 CE TB Diesel
003250-6,Ranger XL 2.8 8v 135cv 4x4 CE TB Diesel
003251-4,Ranger XLT 2.8 8v 135cv 4x4 CE TB Diesel
003252-2,Ranger XLT 2.8 8v 135cv 4x2 CD TB Diesel
003253-0,Ranger XLT 2.8 8v 135cv 4x4 CD TB Diesel
003254-9,Ranger XL 2.8 8v 135cv 4x2 CD TB Diesel
003255-7,Ranger XL 2.8 8v 135cv 4x4 CD TB Diesel
003256-5,Fiesta Street 1.6 8v 95cv 5p
003257-3,Mondeo Ghia 2.0 16V 143cv 4p Mec
003258-1,Mondeo Ghia 2.0 16V 143cv 4p Aut
003259-0,Fiesta Personnalité 1.0 8V 66cv 5p
003260-3,Fiesta Supercharger 1.0 8V 95cv 5p
003261-1,Fiesta Class 1.6 8V 98cv 5p
003262-0,Focus Ghia Sed. 2.0 16V/2.0 16V Flex Aut
003263-8,Ranger XLT Limit./L.Cent. 2.8 CD TB Dies
003264-6,Ka Action 1.6 MPI 8V 95cv
003265-4,Focus Sedan 1.8 16V 115cv 4p
003266-2,Focus Ghia 2.0 16V/ 2.0 16V Flex 5p Aut
003267-0,EcoSport XL Supercharger 1.0 8V 95cv 5p
003268-9,EcoSport XL 1.6/ 1.6 Flex 8V 5p
003269-7,EcoSport XLS 1.6/ 1.6 Flex 8V 5p
003270-0,EcoSport XLT 1.6/ 1.6 Flex 8V 5p
003271-9,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Mec.
003272-7,F-250 XL Super Duty 4.2 TB Diesel
003273-5,Ranger XLS 2.8 8V 135cv 4x4 CS TB Diesel
003274-3,Ranger XLS 2.8/2.8 Storm 4x4 CD TB Dies
003275-1,Ranger XLS 2.3 16V 145cv/150cv 4x2 CS
003276-0,Ranger XLS 2.3 16V 145cv/150cv 4x2 CD
003277-8,Ranger XLS 2.8 8V 135cv 4x2 CS TB Diesel
003278-6,Ranger XLS 2.8 8V 135cv 4x2 CD TB Diesel
003279-4,F-250 XL 4.2 180cv CD TB Diesel
003280-8,F-250 XLT 4.2 180cv CD TB Diesel
003281-6,Focus 1.6 S/SE/SE Plus Flex 8V/16V 5p
003282-4,Focus Sedan 2.0 16V/2.0 16V Flex 4p Aut.
003283-2,Focus 2.0 16V/SE/SE Plus Flex 5p Aut.
003284-0,Focus Sedan 1.6/1.6 Flex 8V/16V 4p Mec.
003285-9,EcoSport 4WD 2.0/ 2.0 Flex 16V 5p
003286-7,Fiesta 1.6 8V Flex/Class 1.6 8V Flex 5p
003287-5,Fiesta Sed. Personnalité 1.0 8V 4p
003288-3,Fiesta Sed. Supercharger 1.0 8V 4p
003289-1,Fiesta Sed. 1.6 8V Flex 4p
003290-5,Explorer Limited 4.0 4x4 V6 213cv
003291-3,Ranger XLS 3.0 PSE 163cv 4x2 CD TB Dies.
003292-1,Ranger XLS 3.0 PSE 163cv 4x2 CS TB Dies.
003293-0,Ranger XLS 3.0 PSE 163cv 4x4 CD TB Dies.
003294-8,Ranger XLT 3.0 PSE 163cv 4x2 CD TB Dies.
003295-6,Ranger XLT 3.0 PSE 163cv 4x4 CD TB Dies.
003296-4,Ranger Limited 3.0 PSE 4x4 CD TB Diesel
003297-2,Ranger XL 3.0 PSE 163cv 4x4 CS TB Diesel
003298-0,Ranger XL 3.0 PSE 163cv 4x2 CD TB Diesel
003299-9,Ranger XL 3.0 PSE 163cv 4x2 CS TB Diesel
003300-6,Ranger XL 3.0 PSE 163cv 4x4 CD TB Diesel
003301-4,Ka MP3 1.0 MPI 8V 65cv
003302-2,Ka MP3 1.6 MPI 8V 95cv
003303-0,EcoSport XLS FREESTYLE 1.6 Flex 8V 5p
003304-9,Fusion SEL 2.3 16V 162cv Aut.
003305-7,F-250 XL 3.9 4x4 TB Diesel
003306-5,F-250 XL 3.9 CD TB Diesel
003307-3,F-250 XLT 3.9 4x4 TB Diesel
003308-1,F-250 XLT 3.9 4x2 CD TB Diesel
003309-0,F-250 XLT 3.9 4x4 CD TB Diesel
003310-3,Fiesta 1.0 8V Flex/Class 1.0 8V Flex 5p
003311-1,Fiesta Sedan 1.0 8V Flex 4p
003312-0,Courier Van 1.6/ 1.6 Flex 8V (Carga)
003313-8,F-250 TropiCab CE 3.9 TB Diesel
003314-6,F-250 Tropicampo CD 3.9 TB Diesel
003315-4,F-250 Tropiclassic 3.9 TB Diesel
003316-2,F-250 Tropivan Executive 3.9 TB Diesel
003317-0,F-250 Tropivan/Tropi. Plus 3.9 TB Diesel
003318-9,EcoSport XLT FREESTYLE 1.6 Flex 8V 5p
003319-7,EcoSport XLS 2.0/2.0 Flex 16V 5p Aut.
003320-0,EcoSport XLT 2.0/ 2.0 Flex 16V 5p Aut.
003321-9,Ranger XLT 2.3 16V 150cv CD Repower.
003322-7,Fiesta TRAIL 1.0 8V Flex 5p
003323-5,Fiesta TRAIL 1.6 8V Flex 5p
003324-3,Ranger XLS SPORT 2.3 16V 150cv CS
003325-1,Ka 1.0 8V/1.0 8V ST Flex 3p
003326-0,Ka 1.6 8V Flex 3p
003327-8,Ka 1.0 TECNO 8V Flex 3p
003328-6,Ka 1.6 TECNO 8V Flex 3p
003329-4,EDGE SEL 3.5 V6 24V AWD Aut.
003330-8,EcoSport XLT FREESTYLE 2.0 Flex 16V 5p
003331-6,TRANSIT Furgão 3330 2.4 TDCI Curto Dies.
003332-4,TRANSIT Furgão 3550 2.4 TDCI Longo Dies.
003333-2,TRANSIT Van 3550 2.4 TDCI 14lug. Diesel
003334-0,Ranger XLS 3.0 PSE Storm 4x4 CD TB Dies.
003335-9,Fusion SEL 2.5 16V 173cv Aut.
003336-7,Fusion SEL 3.0 V6 AWD 24V 243cv Aut.
003337-5,Ranger Limited 2.3 150cv CD
003338-3,F-250 F-MILHA CD 3.9 TB Diesel
003339-1,TRANSIT Chassi 2.4 TDCI Diesel
003340-5,Fiesta Sedan SE 1.6 16V Flex 4p
003341-3,Ranger TROPIVAN XLT 2.3 16V 150cv
003342-1,Ranger TROPIVAN XLT 3.0 PSE 4x2 TB Dies.
003343-0,Ranger TROPIVAN XLT 3.0 PSE 4x4 TB Dies.
003344-8,EDGE LIMITED 3.5 V6 24V AWD Aut.
003345-6,Fusion 2.5 16V 193cv Aut. (Híbrido)
003346-4,Focus TITANIUM 2.0 16V Flex 5p Mec.
003347-2,Focus TITA/TITA Plus 2.0 Flex 5p Aut.
003348-0,Focus Sed. TI./TI.Plus 2.0 16V Flex Aut
003349-9,Fusion SEL 3.0 V6 24V 243cv Aut.
003350-2,Ka Sport 1.6 8V Flex 3p
003351-0,Fiesta SE 1.6 16V Flex 5p
003352-9,EDGE LIMITED 3.5 V6 24V FWD Aut.
003353-7,EDGE SEL 3.5 V6 24V FWD Aut.
003354-5,TRANSIT Furgão 2.2 TDCI Longo Jumbo Dies
003355-3,F-250 Tropica./Tropmine Exec. 3.9 Diesel
003356-1,Ranger XLS 2.5 16V 4x2 CS Flex
003357-0,Ranger XLS 2.5 16V 4x2 CD Flex
003358-8,Ranger XLT 2.5 16V 4x2 CD Flex
003359-6,Ranger Limited 2.5 16V 4x2 CD Flex
003360-0,Ranger XLS 3.2 20V 4x4 CS Diesel
003361-8,Ranger XLS 3.2 20V 4x4 CD Diesel Mec.
003362-6,Ranger XLT 3.2 20V 4x4 CD Diesel
003363-4,Ranger XLT 3.2 20V 4x4 CD Diesel Aut.
003364-2,Ranger Limited 3.2 4x4 CD Diesel Aut.
003365-0,EcoSport S 1.6 16V Flex 5p
003366-9,EcoSport SE 1.6 16V Flex 5p Mec.
003367-7,EcoSport FREESTYLE 1.6 16V Flex 5p
003368-5,EcoSport TITANIUM 1.6 16V Flex 5p
003369-3,EcoSport FREESTYLE 2.0 16V Flex 5p
003370-7,EcoSport TITANIUM 2.0 16V Flex 5p
003371-5,TRANSIT Van 3550 2.2 TDCI 14/16lug. Dies
003372-3,TRANSIT Chassi 2.2 TDCI Diesel
003373-1,EcoSport SE 2.0 16V Flex 5p Aut.
003374-0,EcoSport TITANIUM 2.0 16V Flex 5p Aut.
003375-8,TRANSIT Furgão 2.2 TDCI Longa Diesel
003376-6,Fusion Titanium 2.0 GTDI Eco. Awd Aut.
003377-4,Fusion Titanium 2.0 GTDI Eco. Fwd Aut.
003378-2,Fusion 2.5L I-VCT Flex Aut.
003379-0,TRANSIT Furgão 2.2 TDCI Curto Diesel
003380-4,Fiesta S 1.0 8V Flex 5p
003381-2,Fiesta SE 1.0 8V Flex 5p
003382-0,Fiesta SE 1.6 8V Flex 5p
003383-9,Fiesta Sedan S 1.0 8V Flex 4p
003384-7,Fiesta Sedan SE 1.0 8V Flex 4p
003385-5,Fiesta Sedan SE 1.6 8V Flex 4p
003386-3,Fiesta 1.5 16V Flex Mec. 5p
003387-1,Fiesta 1.6 16V Flex Mec. 5p
003388-0,Fiesta 1.6 16V Flex Aut. 5p
003389-8,Fiesta TITANIUM 1.6 16V Flex Mec.
003390-1,Fiesta TIT./TIT.Plus 1.6 16V Flex Aut.
003391-0,EcoSport FREESTYLE 2.0 16V 4WD Flex 5p
003392-8,Ranger TROPIVAN 3.2 20V 4X4 TB Diesel
003393-6,Ranger TROPIVAN 3.2 20V 4X4 TB Dies.Aut.
003394-4,Ranger TROPIVAN 2.5 16V 4X2 Flex
003395-2,Ranger TROPICAB 3.2 20V 4X4 TB Diesel
003396-0,Ranger TROPICAB 2.5 16V 4X2 Flex
003397-9,Fiesta Sedan 1.6 16V Flex Mec.
003398-7,Fiesta Sedan 1.6 16V Flex Aut.
003399-5,Fiesta Sedan TITANIUM 1.6 16V Flex Mec
003400-2,Fiesta Sed. TI./TI.Plus1.6 16V Flex Aut.
003401-0,Ranger XLS 3.2 20V 4x4 CD Diesel Aut.
003402-9,Fusion Titanium 2.0 145cv Aut. (Híbrido)
003404-5,Focus 1.6 S/1.6 SE Flex 16v 5p Aut
003405-3,Ranger XLS 2.2 4x4 CD Diesel Mec.
003406-1,Ranger SPORT 2.5 Flex 16V 4x2 CS
003407-0,EcoSport FREESTYLE 2.0 16V Flex 5p Aut.
003408-8,Ka 1.0 SE/SE Plus TiVCT Flex 5p
003409-6,Ka 1.0 SEL TiVCT Flex 5p
003410-0,Ka 1.5 SE/SE PLUS 16V Flex 5p
003411-8,Ka SEL 1.5 16V Flex 5p
003412-6,Ka+ Sedan 1.0 SE/SE PLUS TiVCT Flex 4p
003413-4,Ka+ Sedan 1.0 SEL TiCVT Flex 4p
003414-2,Ka+ Sedan 1.5 SE/SE PLUS 16V Flex 4p
003415-0,Ka+ Sedan 1.5 SEL 16V Flex 4p
003416-9,Fiesta Sport 1.6 16V Flex Mec.
003417-7,Focus Fastback SE/SE PLUS 2.0 Flex Aut.
003418-5,Focus Fastback TIT./T.PLUS 2.0 Flex Aut.
003419-3,EcoSport SE 1.6 16V Flex 5p Aut.
003420-7,EcoSport FREESTYLE 1.6 16V Flex 5p Aut.
003421-5,Ranger XLS 2.2 4x4 CD Diesel Aut.
003422-3,Fiesta SEL 1.6 16V Flex Mec. 5p
003423-1,Fiesta SEL 1.6 16V Flex Aut. 5p
003424-0,Fiesta TIT.Plus 1.0 12V EcoBoost Aut. 5p
003425-8,Focus Sedan 1.6 16V Flex 4p Aut.
003426-6,Ranger XL 2.2 4x4 CD Diesel Mec.
003427-4,EcoSport SE Direct 1.6 16V Flex 5p Aut.
003428-2,EDGE TITANIUM 3.5 V6 24V AWD Aut.
003429-0,Fusion SEL 2.0 Ecobo. 16V 248cv Aut.
003430-4,Fiesta SE Style 1.6 16V Flex Mec. 5p
003431-2,Fiesta SEL Style 1.6 16V Flex Mec. 5p
003432-0,Fusion SE 2.5 I-VCT Flex 16V Aut.
003433-9,Ranger XL 2.2 4x4 CS Diesel Mec.
003434-7,Ka TRAIL 1.5 16V Flex Mec. 5p
003435-5,Ka TRAIL 1.0 12V Flex Mec. 5p
003436-3,Fiesta SEL 1.0 12V EcoBoost Aut. 5p
003437-1,Fiesta SE Plus Direct 1.6 16V Flex Aut.
003438-0,EcoSport FREESTYLE 1.5 12V Flex 5p Aut.
003439-8,EcoSport FREESTYLE 1.5 12V Flex 5p Mec.
003440-1,EcoSport SE 1.5 12V Flex 5p Aut.
003441-0,EcoSport SE 1.5 12V Flex 5p Mec.
003442-8,Ranger XLS 2.2 4x2 CD Diesel Mec.
003443-6,Fiesta Sedan SEL 1.6 16V Flex Aut.
003444-4,Fiesta Sedan SEL 1.6 16V Flex Mec.
003445-2,Ranger SPORTRAC 2.2 16V 4x4 CD Dies Aut.
003446-0,Ka+ Sedan 1.5 ADVANCED 16V Flex 4p
003447-9,Ka 1.0 TECNO 12V Flex 5p
003448-7,Ka 1.0 S TiVCT Flex 5p
003449-5,Fiesta SE Plus 1.6 16V Flex Aut. 5p
003450-9,Fiesta SEL Style 1.0 EcoBoost Aut . 5p
003451-7,EcoSport STORM 2.0 4WD 16V Flex 5p Aut.
003452-5,EcoSport FREESTYLE PLUS 1.5 Flex 5p Aut.
003453-3,Mustang GT Premium 5.0 V8
003454-1,Ranger XLS 2.2 4x2 CD Diesel Aut.
003455-0,EcoSport SE Direct 1.5 Flex 5p Aut.
003456-8,Ka 1.5 Sedan TITANIUM 12V Flex 4p Aut.
003457-6,Ka 1.5 FreeStyle 12V Flex 5p Aut.
003458-4,Ka 1.5 FreeStyle 12V Flex 5p Mec.
003459-2,Ka 1.5 SE 12V Flex 5p Aut.
003460-6,Ka 1.5 SE Plus 12V Flex 5p Aut.
003461-4,Ka 1.5 SE Plus 12V Flex 5p Mec.
003462-2,Ka 1.5 SE 12V Flex 5p Mec.
003463-0,Ka 1.5 Sedan SE 12V Flex 4p Mec.
003464-9,Ka 1.5 Sedan SE 12V Flex 4p Aut.
003465-7,Ka 1.5 Sedan SE Plus 12V Flex 4p Aut.
003466-5,Ka 1.5 Sedan SE Plus 12V Flex 4p Mec.
003467-3,Ka 1.5 TITANIUM 12V Flex 5p Aut.
003468-1,Ka 1.5 Sedan SEL 12V Flex 4p Mec.
003469-0,EDGE ST 2.7 V6 24V AWD Aut.
003470-3,EcoSport TITANIUM 1.5 12V Flex 5p Aut.
003471-1,Ka 1.5 100 Anos Flex 5p Aut.
003472-0,EcoSport 100 Anos 1.5 Flex 5p Aut.
003473-8,Ka 1.0 FREESTYLE 12V Flex 5p Mec.
003474-6,Ka 1.5 Sedan SEL 12V Flex 4p Aut.
003475-4,Mustang Black Shadow 5.0 V8
003476-2,Ranger Storm 3.2 20V 4x4 CD Diesel Aut.
003477-0,TERRITORY SEL 1.5 GTDi EcoBoost Aut.
003478-9,TERRITORY Titanium 1.5 GTDi EcoBo. Aut.
003479-7,Ranger Black 2.2 4x2 CD Diesel Aut.
003480-0,Mustang MACH 1 5.0 V8
003481-9,Bronco Sport Wildtrak 2.0 Tb 16V AWD Aut
003482-7,TRANSIT Minibus Vidrada 2.0 16V Diesel
003483-5,TRANSIT Minibus 15 Lug. 2.0 16V Diesel
003484-3,TRANSIT Minibus 18 Lug. 2.0 16V Diesel
003485-1,Maverick Lariat FX4 2.0 EcoBoost Aut.
003486-0,Ranger FX4 3.2 20V 4x4 CD Diesel Aut.
003487-8,TRANSIT Furgão 2.0 Curto Turbo Diesel
003488-6,TRANSIT Furgão 2.0 Longo Turbo Diesel 
003489-4,F-150 Lariat 4x4 5.0 V8
003490-8,F-150 Platinum 4x4 5.0 V8
003491-6,TRANSIT Minibus 15 Lug. 2.0 16V Die Aut.
003492-4,TRANSIT Minibus 18 Lug. 2.0 16V Die Aut.
003493-2,TRANSIT Minibus Vidrada 2.0 16V Die Aut.
003494-0,TRANSIT Furgão 2.0 Longo Turbo Die Aut.
003495-9,Maverick Lariat Hybrid 2.5 Aut.
003496-7,Ranger XLT 3.0 V6 4x4 CD TB Die. Aut.
003497-5,Ranger Limited 3.0 V6 4x4 CD TB Die. Aut
003498-3,Ranger Limited+ 3.0 V6 4x4 CD TB Die Aut
003499-1,Ranger XLS 2.0 4x2 CD Diesel Aut. 
003500-9,Ranger XLS 3.0 V6 4x4 CD Diesel Aut. 
003501-7,Ranger XLS 2.0 4x4 CD Diesel Aut. 
003502-5,Ranger XL 2.0 4x4 CD Diesel Mec. 
003503-3,TRANSIT Chassi 350E 2.0 EcoBule Diesel
003504-1,TRANSIT Chassi 470E 2.0 EcoBule Diesel
086001-8,AUMARK 3.50AK 2.8 4x2 TB Diesel
086002-6,AUMARK 3.5 - 11ST 2.8 4x2 TB Diesel
086003-4,AUMARK 3.5 - 11DT 2.8 4x2 TB Diesel
086004-2,AUMARK 3.5 - 14ST 2.8 4x2 TB Diesel
086005-0,MINITRUCK 3.5-14ST 4x2 Diesel(E5)
086006-9,MINITRUCK 3.5 14DT 4x2 Diesel(E5)
086007-7,MINITRUCK 3.5-12DT 4x2 Diesel(E5)
086008-5,MINITRUCK 3.5-12ST 4X2 Diesel (E5)
086009-3,MINITRUCK 3.5 11DT 4x2 diesel (E5)
079001-0,Buggy 2000W 1.8 8V/ 1.8 8V Flex
079002-8,Buggy 2000W 1.6 8V
079003-6,Buggy FyberX 1.6 8V
088001-9,EC7 1.8 16V 130cv 4p Mec.
088002-7,GC2 1.0 12V 68cv 5p
069001-5,HOVER CUV 2.4 16V 5p Mec.
069002-3,HOVER CUV 2.4 16V 4WD 5p Mec.
045001-4,Carajas/Tocantis/Xavante/Vip
045002-2,Carajas Diesel
045003-0,BR-800 (todos)/Supermini
096001-2,Haval H6 Premium HEV (Hibrido)
096002-0,Haval H6 Premium PHEV AWD (Hibrido)
096003-9,Haval H6 GT PHEV AWD (Hibrido)
068001-0,Towner Passageiro 1.0 8V 48cv 7L 5p
068002-8,Towner Furgão 1.0 8V 48cv 5p
068003-6,Towner Pick-Up 1.0 8V 48cv 2p
068004-4,Towner Jr. Pick-up 1.0 8V 48cv CS 2p
068005-2,Towner Jr. Pick-up 1.0 8V 48cv CD 4p
068006-0,Towner Pick-Up Baú 1.0 8V 48cv 2p
068007-9,Towner Jr. Pick-up Baú 1.0 8V 48cv 2p
068008-7,Towner Jr. Pick-up Baú 1.0 8V 48cv CD 4p
091001-5,e.co Tech2 6kW (Elétrico)
091002-3,e.co Tech4 6kW (Elétrico)
091003-1,"e.co Truck 7,5kW (Elétrico)"
091004-0,"e.co Cargo 7,5kW (Elétrico)"
091005-8,e.co Truck 10kW (Elétrico)
091006-6,e.co Cargo 10kW (Elétrico)
091007-4,"e.co Delivery 7,7kWh (Elétrico)"
091008-2,"e.co Delivery 15,7kWh (Elétrico)"
091009-0,"e.co Truck 15,7kWh (Elétrico)"
091010-4,e.co Cargo 15.7kWh (Elétrico)
014001-5,Accord Coupe EX
014002-3,Accord Sedan LX 2.2/2.4 16V
014003-1,Civic Sedan EX/ EXS Aut. 4p/ Del-Sol 2p
014004-0,Civic CRX/ Targa VTi
014005-8,Civic Hatch DX
014006-6,Civic Hatch LX Aut.
014007-4,Civic Hatch VTi
014008-2,Civic Hatch LSi
014009-0,Civic Sedan EX/ EXS 1.6 Mec. 4p
014010-4,Civic Sedan LX 1.5/1.6
014011-2,Civic Hatch Si
014012-0,Odyssey EX Van Aut (6 lug.)
014013-9,Prelude Si
014014-7,Accord Sedan EX 2.4/2.3/ 2.2 16V
014015-5,Accord Sedan EXR
014016-3,Civic Sedan LXB 1.6 16V 4p
014017-1,Civic Sedan LX 1.6 16V Mec. 4p
014019-8,Civic Coupe EX/ EXS 1.6 16V 2p
014020-1,Accord SW EX
014021-0,Accord SW LX
014022-8,Odyssey Van LX Aut (6 lug.)
014023-6,Accord Sedan EX 2.7/3.0 24V
014024-4,Passport EX
014025-2,Passport LX
014026-0,Passport PIck-Up 4x2
014027-9,Prelude Coupê S 2.2
014028-7,Civic Sedan LX 1.6 16V Aut. 4p
014029-5,Civic Sedan EX 1.6 16V Mec. 4p (nacion.)
014030-9,Civic Sedan EX 1.6 16V Aut. 4p (nacion.)
014031-7,CR-V 2.0 16V Mec.
014032-5,CR-V 2.0 16V Aut.
014033-3,Civic Sedan EX 1.7 16V 130cv Aut. 4p
014034-1,Civic Sedan EX 1.7 16v 130cv Mec. 4p
014035-0,Civic Sedan LX/LXL 1.7 16V 115cv Aut. 4p
014036-8,Civic Sedan LX 1.7 16V 115cv Mec. 4p
014037-6,Civic Sedan LXB 1.7 16V 115cv
014038-4,CR-V 2.4 16V 156cv Aut. 4p
014039-2,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Mec.
014040-6,Fit LX 1.4/ 1.4 Flex 8V/16V 5p Aut.
014041-4,Fit LXL 1.4/ 1.4 Flex 8V/16V 5p Mec.
014042-2,Fit LXL 1.4/ 1.4 Flex 8V/16V 5p Aut.
014043-0,Civic Sedan LXL 1.7 16V 130cv Mec 4p
014044-9,Civic Sedan LXL 1.7 16V 130cv Aut 4p
014045-7,Fit EX/S 1.5 Flex/Flexone 16V 5p Aut.
014046-5,Fit EX/ S 1.5/ EX 1.5 Flex 16V 5p Mec.
014047-3,Accord Sedan LX 2.0 16V 150/156cv Aut.
014048-1,Civic Sedan LXS 1.8/1.8 Flex 16V Mec. 4p
014049-0,Civic Sedan LXS 1.8/1.8 Flex 16V Aut. 4p
014050-3,Civic Sedan EXS 1.8/1.8 Flex 16V Aut. 4p
014051-1,Civic Sed LX 1.8 Aut 4p
014052-0,Civic Sedan Si 2.0 16V 192cv 4p
014053-8,CR-V EXL 2.0 16V 4WD/2.0 Flexone Aut.
014054-6,CR-V LX 2.0 16V 2WD/2.0 Flexone Aut.
014055-4,Accord Sedan EX 3.5 V6 24V
